"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Dak Prescott","QB","DAL",2555260,1993-07-29,20.84625,19.1255,22.05,1.63469352377339,17,0.579583333333336,8,0,"16.1","2.9",6.64566521301679
"Damaris Johnson","WR","FA",2536031,1989-11-22,0,0,0,0,137,0,28,4,,,3.27119706995192
"Damien Williams","RB","MIA",2550512,1992-04-03,0,0,0,,105,0,32,2,,,
"Dan Bailey","K","DAL",2495259,1988-01-26,6.05111111111111,3.16,8.24266666666667,3.51925707648225,21,0.846349206349207,10,5,"8.3","3.9",7.52304669231469
"Dan Carpenter","K","BUF",2507401,1985-11-25,4.7,2.08,6.64,3.20780298646909,23,0.275641025641026,12,8,"20.9","2.6",5.52035823248594
"Dan Herron","RB","FA",2532864,1989-03-21,0,0,0,0,105,0,32,4,,,3.78388194861086
"Dan Orlovsky","QB","DET",2506481,1983-08-18,0.078,0.0408,0.1224,0.0533291665038935,49,0.078,23,11,,,4.25907273229255
"Daniel Brown","WR","CHI",2553900,1992-05-26,0.3075,0.015,0.507,0.335521981396152,132,0.08375,27,1,,,4.00800575563229
"Daniel Fells","TE","NYG",2506619,1983-09-23,0,0,0,0,81,0,25,10,,,3.44540175578131
"Daniel Lasco","RB","NO",2555219,1992-10-09,2.2375,0.574,2.878,1.4948606401044,72,0.200416666666666,25,0,,,5.93421161496909
"Daniel Thomas","RB","FA",2495241,1987-10-29,0,0,0,,105,0,32,5,,,
"Danny Amendola","WR","NE",2649,1985-11-02,5.77583333333333,3.771,7.1055,1.9317078295873,77,0.119791666666666,17,8,"79.2","6.7",8.18823035167191
"Danny Woodhead","RB","SD",4327,1985-01-25,0,0,0,0,105,0,32,8,,,3.78388194861086
"Darius Jackson","RB","DAL",2556273,1993-12-01,0.31,0.005,0.501,0.350962961008708,95,0.09,31,0,,,4.28873574340824
"Darius Jennings","WR","FA",2553896,1992-06-28,0,0,0,0,137,0,28,1,,,3.27119706995192
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,105,0,32,7,,,
"Darren Fells","TE","ARI",2540928,1986-04-22,3.29208333333333,2.57333333333333,3.8305,0.725737651557978,37,0.2475,14,4,,,5.11798967607533
"Darren McFadden","RB","DAL",284,1987-08-27,0,0,0,0,105,0,32,8,,,3.78388194861086
"Darren Sproles","RB","PHI",2506467,1983-06-20,9.64,7.875,10.309,1.53675523967438,33,1.23166666666667,15,11,"33.2","3.1",5.03275323511379
"Darrin Reaves","RB","FA",2550596,1993-04-17,0,0,0,0,105,0,32,2,,,3.78388194861086
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0,0,0,0,137,0,28,7,,,3.27119706995192
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,0,105,0,32,4,,,3.78388194861086
"Davante Adams","WR","GB",2543495,1992-12-24,11.4316666666667,8.538,13.124,2.53877266935554,39,0.0685416666666665,10,2,"28.4","5.0",8.6613374230872
"David Ausberry","TE","FA",2499277,1987-09-25,0,0,0,,81,0,25,5,,,
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,0,105,0,32,1,,,3.78388194861086
"David Fales","QB","FA",2543751,1990-10-04,0,0,0,0,50,0,25,2,,,4.19965985727146
"David Johnson","RB","ARI",2553435,1991-12-16,24.60125,23.22,25.4015,1.26833470214556,1,1.804375,1,1,"1.5","1.2",4.35117481568461
"David Johnson","TE","PIT",79589,1987-08-26,0,0,0,0,81,0,25,7,,,3.44540175578131
"David Morgan","TE","MIN",2555306,1993-05-19,0.4,0.388,0.412,0.015,70,0.01625,23,0,,,3.47997184974095
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,0,137,0,28,1,,,3.27119706995192
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,17.2229166666667,16.8615,17.7706666666667,0.571382947087347,8,0.182916666666667,3,3,"8.6","3.6",3.59935182437427
"DeAndre Washington","RB","OAK",2555464,1993-02-22,8.39666666666667,6.8645,10.7821666666667,2.46654391586464,35,0.497083333333333,16,0,"36.7","4.0",5.98064917575705
"DeAngelo Williams","RB","PIT",2495979,1983-04-25,0,0,0,0,105,0,32,10,,,3.78388194861086
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,1.535,0.707,2.619,1.31727939329514,112,0.0681250000000002,23,2,,,6.1639520972348
"DeMarco Murray","RB","TEN",2495207,1988-02-12,23.1045833333333,20.4505,26.095,3.15838841200874,2,0.634375000000002,2,5,,,8.32716586285597
"DeSean Jackson","WR","WAS",1581,1986-12-01,11.65625,9.032,13.3095,2.41593106620753,38,0.250208333333333,10,8,"33.6","4.4",5.94709280780491
"DeVante Parker","WR","MIA",2552409,1993-01-20,0,0,0,,137,0,28,1,,,
"DeVier Posey","WR","FA",2532930,1990-03-15,0,0,0,,137,0,28,4,,,
"Delanie Walker","TE","TEN",2495966,1984-08-12,12.5875,10.308,15.493,2.92438455063625,5,0.771874999999998,2,10,,,10.185151668423
"Demarcus Robinson","WR","KC",2555478,1994-09-21,0.4825,0.4645,0.5005,0.0318198051533947,129,0.0797916666666666,26,0,,,3.3410735910553
"Demaryius Thomas","WR","DEN",497328,1987-12-25,15.7475,12.915,16.602,2.06083114301002,15,0.181041666666667,4,6,"15.5","3.4",4.33199387023742
"Demetrius Harris","TE","KC",2541187,1991-07-29,2.94083333333333,1.643,3.982,1.25819204504806,41,0.347916666666667,15,3,"35.2","3.1",5.4087067012307
"Denard Robinson","RB","JAC",2539260,1990-09-22,0.76,0.712,0.808,0.06,86,0.12375,27,3,,,3.8701908502704
"Dennis Pitta","TE","BAL",497254,1985-06-29,0,0,0,0,81,0,25,6,,,3.44540175578131
"Deonte Thompson","WR","CHI",2534436,1989-02-14,1.68125,0.694,3.1535,1.62409141265714,109,0.0847916666666666,23,4,"101.9","5.8",5.78697514460848
"Derek Anderson","QB","CAR",2506546,1983-06-15,0.34,0.12,0.648,0.381051177665153,30,0.02925,17,11,,,4.62418076167385
"Derek Carr","QB","OAK",2543499,1991-03-28,22.27375,20.663,23.5335,1.76159196467286,8,0.117291666666667,6,2,"8.7","2.7",6.13640300575431
"Derek Carrier","TE","WAS",2534241,1990-07-25,0,0,0,0,81,0,25,4,,,3.44540175578131
"Derek Hagan","WR","FA",2495843,1984-09-21,0,0,0,,137,0,28,10,,,
"Derrick Coleman","RB","FA",2534871,1990-10-18,0,0,0,,105,0,32,4,,,
"Derrick Henry","RB","TEN",2556075,1994-07-17,5.80916666666667,3.85416666666667,7.2615,1.93998210186475,47,0.268333333333333,19,0,"40.4","3.9",5.53213592419772
"Devante Davis","WR","FA",2553703,1992-10-13,0,0,0,,137,0,28,1,,,
"Devin Fuller","WR","ATL",2556212,1994-01-29,0,0,0,0,137,0,28,0,,,3.27119706995192
"Devin Funchess","WR","CAR",2552458,1994-05-21,6.34708333333333,5.4145,6.618,0.650743698479756,74,0.223333333333334,17,1,"64.2","7.4",5.55652918239663
"Devin Hester","WR","BAL",2506897,1982-11-04,0,0,0,0,137,0,28,10,,,3.27119706995192
"Devin Smith","WR","NYJ",2553434,1992-03-03,0,0,0,,137,0,28,1,,,
"Devin Street","WR","IND",2543641,1991-03-30,1.14,0.769,1.629,0.59512603707114,115,0.213125,24,2,"91.7","6.2",4.91510386911832
"Devonta Freeman","RB","ATL",2543583,1992-03-15,22.45125,20.8345,22.445,0.947033746318824,4,1.96166666666666,3,2,"6.7","2.0",4.46902447589372
"Devontae Booker","RB","DEN",2555223,1992-05-27,15.4008333333333,11.3883333333333,19.452,4.4285886264387,14,0.804583333333333,7,0,"12.6","7.1",9.06675554854818
"Dexter McCluster","RB","SD",497190,1988-08-25,3.66375,3.4425,3.65,0.122568008332789,60,0.0641666666666669,20,6,"62.0","7.2",6.03947811765533
"Dez Bryant","WR","DAL",497278,1988-11-04,15.6241666666667,14.75,16.7016666666667,1.08681108447298,16,0.317291666666666,5,6,,,5.65784203253017
"Dezmin Lewis","WR","FA",2552411,1992-12-05,0,0,0,0,137,0,28,1,,,3.27119706995192
"Dion Lewis","RB","NE",2495469,1990-09-27,0,0,0,0,105,0,32,5,,,3.78388194861086
"Dion Sims","TE","MIA",2540200,1991-02-18,0,0,0,,81,0,25,3,,,
"Dolphins","DST","MIA",100019,,0,0,0,,27,0,19,46,,,
"Dominique Jones","TE","MIA",2535724,1987-08-15,0,0,0,,81,0,25,4,,,
"Don Jackson","RB","GB",2556563,1993-09-07,5.905,1.59,5.938,3.10663134815403,46,0.22125,18,0,,,8.25271427394892
"Donald Brown","RB","FA",2507779,1987-04-11,0,0,0,0,105,0,32,7,,,3.78388194861086
"Donte Moncrief","WR","IND",2543614,1993-08-06,11.3458333333333,8.56683333333333,12.6435,2.3843768111978,41,0.709791666666666,10,2,,,8.50730570615814
"Dontrelle Inman","WR","SD",2530700,1989-01-31,6.22375,5.5225,6.566,0.596173562535833,75,0.323958333333334,17,3,"68.5","6.7",6.72180892096176
"Dorial Green-Beckham","WR","PHI",2552491,1993-04-12,7.54625,6.0245,8.955,1.83309108247972,69,0.449166666666666,16,1,"58.1","5.5",5.82300522711481
"Doug Baldwin","WR","SEA",2530747,1988-09-21,17.4125,16.3755,18.557,1.19417597111983,7,0.278750000000002,3,5,"9.9","3.3",3.31591927079847
"Doug Martin","RB","TB",2532899,1989-01-13,0,0,0,0,105,0,32,4,,,3.78388194861086
"Dreamius Smith","RB","SD",2553848,1992-09-08,0,0,0,,105,0,32,1,,,
"Drew Brees","QB","NO",2504775,1979-01-15,21.46625,20.0325,22.965,1.58987093291667,14,0.416041666666668,7,15,"6.6","2.4",5.17082323112271
"Drew Stanton","QB","ARI",2495748,1984-05-07,0.226,0.1128,0.3672,0.170164626171246,41,0.01725,19,9,,,4.38923659980286
"Dri Archer","RB","BUF",2543596,1991-08-09,0,0,0,0,105,0,32,2,,,3.78388194861086
"DuJuan Harris","RB","SF",2530690,1988-09-03,0,0,0,0,105,0,32,5,,,3.78388194861086
"Duke Johnson","RB","CLE",2552461,1993-09-23,10.3445833333333,9.30933333333333,10.8275,0.840274839296974,32,1.31458333333333,14,1,"29.3","3.4",3.69435424542081
"Duke Williams","WR","FA",2556836,1993-05-13,0,0,0,,137,,28,0,,,
"Duron Carter","WR","FA",2552616,1991-03-22,0,0,0,,137,0,28,1,,,
"Dustin Hopkins","K","WAS",2539227,1990-10-01,8.78682170542636,7.59581395348837,10.2525581395349,1.76378497659529,10,0.481805094130676,5,3,"13.7","4.1",6.30438947466427
"Dwayne Allen","TE","IND",2533046,1990-02-24,0,0,0,0,81,0,25,4,,,3.44540175578131
"Dwayne Bowe","WR","FA",2495558,1984-09-21,0,0,0,0,137,0,28,9,,,3.27119706995192
"Dwayne Harris","WR","NYG",2495159,1987-09-16,0,0,0,0,137,0,28,5,,,3.27119706995192
"Dwayne Washington","RB","DET",2556118,1994-04-24,7.00208333333333,4.21533333333333,9.3105,2.77892877542568,39,0.0720833333333335,17,0,,,7.78132012189574
"E.J. Bibbs","TE","FA",2553791,1991-08-28,0,0,0,0,81,0,25,1,,,3.44540175578131
"E.J. Manuel","QB","BUF",2539228,1990-03-19,0.308,0.1116,0.5772,0.330944104041755,32,0.02225,18,3,,,4.56835755088652
"Eagles","DST","PHI",100025,,6.7,5.84,6.88,0.7,16,0.0916666666666668,12,46,"10.6","4.1",3.70733110728631
"Ed Dickson","TE","CAR",497224,1987-07-25,4.14958333333333,2.3045,6.88833333333333,2.80614417642588,32,0.326041666666667,13,6,"43.6","4.7",7.56311592375503
"Eddie Lacy","RB","GB",2540168,1990-06-02,0,0,0,0,105,0,32,3,,,3.78388194861086
"Eddie Royal","WR","CHI",1990,1986-05-21,8.97916666666667,7.56266666666667,9.5985,1.11586071661695,53,0.240416666666667,13,8,,,5.72163523376971
"Eli Manning","QB","NYG",2505996,1981-01-03,0,0,0,0,50,0,25,12,,,4.19965985727146
"Eli Rogers","WR","PIT",2553737,1992-12-23,0,0,0,,137,0,28,1,,,
"Emmanuel Sanders","WR","DEN",497322,1987-03-17,17.0354166666667,16.213,18.1824166666667,1.22755466329972,10,0.127916666666668,3,6,"14.6","3.2",4.25534662747142
"Eric Decker","WR","NYJ",497284,1987-03-15,0,0,0,0,137,0,28,6,,,3.27119706995192
"Eric Ebron","TE","DET",2543466,1993-04-10,8.815,2.924,9.352,4.21832016328775,18,0.416666666666666,7,2,,,13.1672500488957
"Eric Rogers","WR","SF",2541883,1991-02-12,0,0,0,,137,0,28,3,,,
"Eric Weems","WR","ATL",2507029,1985-07-04,0.0766666666666667,0,0.158666666666667,0.0891939210683977,136,0.0766666666666667,28,9,,,3.46706756248901
"Erik Swoope","TE","IND",2550405,1992-05-08,2.58,0.686,4.39,2.06428357225132,43,0.124166666666667,16,2,"29.1","3.4",5.8433986491262
"Evan Spencer","WR","FA",2553289,1993-05-26,0,0,0,0,137,0,28,1,,,3.27119706995192
"Ezekiel Elliott","RB","DAL",2555224,1995-07-22,22.4891666666667,19.697,25.2566666666667,3.04611273228319,3,0.905624999999997,2,0,"2.5","1.2",5.62982539214834
"Falcons","DST","ATL",100001,,6.33333333333333,5.68,6.4,0.45092497528229,22,0.0833333333333339,15,46,"21.4","3.4",2.58335022557072
"Fitzgerald Toussaint","RB","PIT",2550738,1990-05-04,0,0,0,,105,0,32,2,,,
"Fozzy Whittaker","RB","CAR",2540037,1989-02-22,5.55833333333333,4.4515,6.2485,0.988469636469539,48,0.059166666666667,19,4,"46.2","4.4",5.12692323799857
"Frank Gore","RB","IND",2506404,1983-05-14,15.815,13.385,17.213,2.16838649691424,12,0.343333333333332,7,11,"13.2","1.9",5.06831731741893
"Frankie Hammond","WR","FA",2541828,1990-02-17,0.1475,0.01,0.246,0.157876534038469,135,0.109166666666667,28,3,,,3.61789507483557
"Fred Davis","TE","FA",216,1986-01-15,0,0,0,,81,0,25,8,,,
"Fred Jackson","RB","FA",2506871,1981-02-20,0,0,0,0,105,0,32,10,,,3.78388194861086
"Gabe Holmes","TE","OAK",2553658,1991-03-29,0,0,0,,81,0,25,1,,,
"Garrett Celek","TE","SF",2534820,1988-05-29,0,0,0,0,81,0,25,4,,,3.44540175578131
"Garrett Graham","TE","DEN",497234,1986-08-04,0,0,0,0,81,0,25,6,,,3.44540175578131
"Garrett Hartley","K","FA",4381,1986-05-16,0,0,0,,26,0,12,8,,,
"Gary Barnidge","TE","CLE",1060,1985-09-22,11.68125,9.9755,14.01,2.48837421823969,8,0.920833333333334,3,8,"9.7","2.8",6.20854458677847
"Gavin Escobar","TE","DAL",2540211,1991-02-03,0.74,0.346,0.97,0.397712207506886,59,0.03125,21,3,,,4.36199831460866
"Geno Smith","QB","NYJ",2539335,1990-10-10,0,0,0,,50,0,25,3,,,
"Geoff Swaim","TE","DAL",2553454,1993-09-16,2.03791666666667,0.8355,3.344,1.42624044450982,49,0.103541666666667,17,1,"45.8","4.3",8.23807080406923
"George Atkinson","RB","CLE",2550540,1992-11-29,0.2,0,0.48,0.346410161513775,97,0.00875000000000001,31,2,,,4.28218662467685
"George Winn","RB","FA",2541910,1990-11-10,0,0,0,0,105,0,32,3,,,3.78388194861086
"Gerald Christian","TE","FA",2552462,1991-08-26,0,0,0,0,81,0,25,1,,,3.44540175578131
"Geremy Davis","WR","FA",2552654,1992-01-10,0,0,0,0,137,0,28,1,,,3.27119706995192
"Geronimo Allison","WR","GB",2556460,1994-01-18,0,0,0,0,137,0,28,0,,,3.27119706995192
"Giants","DST","NYG",100023,,0,0,0,,27,0,19,46,,,
"Giovani Bernard","RB","CIN",2540156,1991-11-22,14.975,12.0625,16.8975,2.66763003431885,15,0.953333333333335,8,3,"16.4","2.8",4.79929728483251
"Glenn Winston","RB","CLE",2551357,1989-04-29,0,0,0,,105,0,32,2,,,
"Golden Tate","WR","DET",497326,1988-08-02,12.8833333333333,11.3773333333333,13.516,1.23663521972596,29,0.163125000000003,8,6,"25.3","4.6",4.71670582737937
"Graham Gano","K","CAR",71309,1987-04-09,7.15614035087719,6.72315789473684,7.53157894736842,0.520396538910536,17,0.311373845241122,9,7,"13.3","3.6",5.05359435958293
"Greg Jennings","WR","FA",2495867,1983-09-21,0,0,0,0,137,0,28,10,,,3.27119706995192
"Greg Olsen","TE","CAR",2495700,1985-03-11,15.1279166666667,13.026,17.5461666666667,2.64787873694313,2,0.440833333333336,1,9,"3.0","1.0",5.98051686565776
"Greg Salas","WR","BUF",2495223,1988-08-25,0,0,0,0,137,0,28,5,,,3.27119706995192
"Greg Zuerlein","K","LA",2534797,1987-12-27,0,0,0,,26,0,12,4,,,
"Griff Whalen","WR","SD",2535876,1990-03-01,1.99166666666667,0.759,2.991,1.22881605168914,107,0.29125,22,4,"107.4","3.0",4.12776343181069
"Gus Johnson","RB","FA",2553662,1993-08-10,0,0,0,0,105,0,32,1,,,3.78388194861086
"Hakeem Nicks","WR","FA",80672,1988-01-14,0,0,0,,137,0,28,7,,,
"Harry Douglas","WR","TEN",222,1984-09-16,0.90875,0,2.3105,1.45389347959195,117,0.08875,24,8,,,6.46395761386572
"Hunter Henry","TE","SD",2555341,1994-12-07,7.76458333333333,6.7135,8.006,0.693946543730535,22,0.440624999999999,10,0,,,5.04472157043027
"Ifeanyi Momah","TE","ARI",2541096,1989-10-23,1.465,0.235,2.571,1.4692430023655,55,0.566666666666667,18,3,"46.8","5.7",6.35202042587917
"Isaiah Burse","WR","SD",2550182,1991-12-08,0,0,0,0,137,0,28,2,,,3.27119706995192
"Isaiah Crowell","RB","CLE",2550189,1993-01-08,12.9170833333333,11.4438333333333,13.07,0.913662121477202,21,0.362083333333334,12,2,"20.3","3.1",4.5845992129203
"Isaiah Pead","RB","FA",2532926,1989-12-14,0,0,0,0,105,0,32,4,,,3.78388194861086
"J.J. Nelson","WR","ARI",2552656,1992-04-24,8.20041666666667,5.816,10.9431666666667,2.80093449187548,58,0.0416666666666643,15,1,"54.5","7.9",9.27161255914603
"Jace Amaro","TE","TEN",2543481,1992-06-26,0.17,0.01,0.282,0.183575597506858,79,0.1125,25,2,,,3.86848346608196
"Jack Doyle","TE","IND",2540232,1990-05-05,10.845,9.2395,12.4485,1.7212543875519,9,0.242708333333333,3,3,"8.2","2.9",5.36574749204633
"Jacob Tamme","TE","ATL",324,1985-03-15,7.905,6.186,10.44,2.60251801146505,21,0.23375,9,8,"21.5","2.9",6.38125970144278
"Jacoby Brissett","QB","NE",2555261,1992-12-11,0.138,0.0138,0.1242,0.0975807358037435,47,0.043,21,0,,,4.30837245191422
"Jacoby Jones","WR","FA",2495651,1984-07-11,0,0,0,0,137,0,28,9,,,3.27119706995192
"Jacquizz Rodgers","RB","TB",2495471,1990-02-06,18.9216666666667,17.183,20.8516666666667,2.22465852560692,9,2.62833333333333,5,5,"9.1","2.0",5.38794440450516
"Jaelen Strong","WR","HOU",2552463,1994-01-25,4.96875,2.885,6.9015,2.18597184718072,83,0.587916666666667,18,1,"80.8","5.9",6.46840598578568
"Jaguars","DST","JAC",100015,,6.5,6.04,6.36,0.282842712474619,19,0.0499999999999998,12,46,"15.9","3.3",2.32470771124478
"Jake Kumerow","WR","FA",2553548,1992-02-17,0,0,0,0,137,0,28,1,,,3.27119706995192
"Jake Stoneburner","TE","FA",2539283,1989-08-25,0,0,0,,81,0,25,3,,,
"Jakeem Grant","WR","MIA",2556190,1992-10-30,0,0,0,0,137,0,28,0,,,3.27119706995192
"Jalen Richard","RB","OAK",2556885,1993-10-15,6.95,5.0835,7.7765,1.52823972814041,40,0.0477083333333326,17,0,"44.3","5.5",6.07345582700058
"Jalin Marshall","WR","NYJ",2556606,1995-07-21,4.4875,2.384,6.249,2.21002828036204,84,0.250416666666666,19,0,"102.6","6.2",6.68827234295457
"Jalston Fowler","RB","TEN",2552464,1990-07-26,0.185,0.046,0.306,0.167107749670684,99,0.00750000000000001,31,1,,,4.0242633874921
"Jamaal Charles","RB","KC",925,1986-12-27,8.42,6.565,9.233,1.5415252187363,34,0.132291666666665,16,8,,,6.00133775710451
"Jameill Showers","QB","DAL",2553600,1991-09-06,0,0,0,0,50,0,25,0,,,4.19965985727146
"Jameis Winston","QB","TB",2552033,1994-01-06,23.9,21.059,25.897,2.67303822145014,5,1.040625,4,1,"9.0","2.6",6.35413951294916
"James Casey","TE","FA",71247,1984-09-22,0,0,0,,81,0,25,7,,,
"James Develin","RB","NE",2508101,1988-07-23,0.0716666666666667,0,0.1555,0.105016533089901,103,0.0466666666666667,32,6,,,3.93494630906223
"James Hanna","TE","DAL",2533028,1989-07-14,0,0,0,0,81,0,25,4,,,3.44540175578131
"James Jones","WR","FA",2507183,1984-03-31,0,0,0,0,137,0,28,9,,,3.27119706995192
"James OShaughnessy","TE","KC",2553318,1992-01-14,0.115,0.005,0.189,0.12619429464124,80,0.115,25,1,,,3.73623833064255
"James Starks","RB","GB",497206,1986-02-25,0,0,0,0,105,0,32,6,,,3.78388194861086
"James White","RB","NE",2543773,1992-02-03,13.2579166666667,10.2666666666667,14.0895,2.4554080052452,20,0.451874999999999,11,2,"19.2","3.2",5.7632743148459
"James Wright","WR","CIN",2550162,1991-12-31,2.185,0.712,3.652,1.88489389621803,106,0.329375,22,2,"107.6","2.1",7.81440797276016
"Jamison Crowder","WR","WAS",2552415,1993-06-17,10.4054166666667,8.86166666666667,11.1935,1.25841859534541,45,0.105833333333331,11,1,"34.5","5.4",7.31998814521
"Jamize Olawale","RB","OAK",2536044,1989-04-17,3.08416666666667,1.85666666666667,4.097,1.33874215424612,65,0.0341666666666667,22,4,"64.2","5.9",6.21631537691528
"Jared Abbrederis","WR","GB",2543774,1990-12-17,0,0,0,0,137,0,28,2,,,3.27119706995192
"Jared Cook","TE","GB",71265,1987-04-07,1.725,0.345,3.105,2.43951839509359,52,0.171458333333333,17,7,,,9.06769376475892
"Jared Goff","QB","LA",2555334,1994-10-14,0,0,0,0,50,0,25,0,,,4.19965985727146
"Jarius Wright","WR","MIN",2532978,1989-11-25,1.71958333333333,0.5025,2.67433333333333,1.23084461741611,108,0.0700000000000001,23,4,,,5.97414070738936
"Jaron Brown","WR","ARI",2541966,1990-01-08,0,0,0,0,137,0,28,3,,,3.27119706995192
"Jarrett Boykin","WR","FA",2532799,1989-11-04,0,0,0,0,137,0,28,4,,,3.27119706995192
"Jarryd Hayne","RB","FA",2553117,1988-02-15,0,0,0,0,105,0,32,1,,,3.78388194861086
"Jarvis Landry","WR","MIA",2543488,1992-11-28,0,0,0,0,137,0,28,2,,,3.27119706995192
"Jason Avant","WR","KC",2495802,1983-04-20,0,0,0,0,137,0,28,10,,,3.27119706995192
"Jason Witten","TE","DAL",2505629,1982-05-06,8.57333333333333,7.695,9.105,0.953251744760474,19,0.509166666666667,8,13,"17.5","2.8",4.4395669818539
"Javontee Herndon","WR","SD",2550459,1991-06-29,0,0,0,0,137,0,28,2,,,3.27119706995192
"Javorius Allen","RB","BAL",2552631,1991-08-27,0,0,0,0,105,0,32,1,,,3.78388194861086
"Jaxon Shipley","WR","FA",2553599,1992-07-17,0,0,0,,137,0,28,1,,,
"Jay Ajayi","RB","MIA",2552582,1993-06-15,0,0,0,0,105,0,32,1,,,3.78388194861086
"Jay Cutler","QB","CHI",2495824,1983-04-29,17.49125,15.571,19.5805,2.20875672041988,25,4.89708333333333,13,10,,,6.66038811509478
"Jay Prosch","RB","HOU",2543695,1992-08-21,0.3925,0.166,0.51,0.2151743479135,92,0.0416666666666667,30,2,"82.3","0.4",3.45412189755953
"Jeff Cumberland","TE","SD",2507883,1987-05-02,0,0,0,0,81,0,25,6,,,3.44540175578131
"Jeff Driskel","QB","CIN",2555262,1993-04-23,0,0,0,0,50,0,25,0,,,4.19965985727146
"Jeff Heuerman","TE","DEN",2552399,1992-11-24,0.725,0.395,0.995,0.396862696659689,60,0.07875,21,1,,,4.36004046995484
"Jeff Janis","WR","GB",2543750,1991-06-09,3.86,0.95,7.398,4.25318410135277,90,0.304791666666667,19,2,"83.6","7.5",9.57650580929208
"Jerell Adams","TE","NYG",2555311,1992-12-31,0,0,0,0,81,0,25,0,,,3.44540175578131
"Jeremy Butler","WR","NYJ",2550183,1991-04-22,0,0,0,0,137,0,28,2,,,3.27119706995192
"Jeremy Hill","RB","CIN",2543603,1992-10-20,13.5483333333333,11.5183333333333,13.893,1.38640622554222,18,0.283125,11,2,,,5.77820192495258
"Jeremy Kerley","WR","SF",2495189,1988-11-30,0,0,0,0,137,0,28,5,,,3.27119706995192
"Jeremy Langford","RB","CHI",2552379,1991-12-06,5.52333333333333,1.76833333333333,6.396,2.7200086805417,49,0.0566666666666666,20,1,,,7.6965646439772
"Jeremy Maclin","WR","KC",80429,1988-05-11,14.18625,11.65275,14.9205,1.98776085814332,22,0.229375000000001,7,7,"25.8","4.8",5.67041268569505
"Jeremy Ross","WR","FA",2530598,1988-03-06,0,0,0,0,137,0,28,5,,,3.27119706995192
"Jerick McKinnon","RB","MIN",2543715,1992-05-03,12.415,7.6775,15.0005,4.31008313918266,23,0.0247916666666654,12,2,,,9.98385764534713
"Jermaine Gresham","TE","ARI",497238,1988-06-16,3.72958333333333,2.12383333333333,4.945,1.5649638352229,34,0.246666666666667,14,6,"30.8","2.9",5.18564818941238
"Jermaine Kearse","WR","SEA",2532887,1990-02-06,10.25125,8.5405,12.541,2.34272766591994,48,0.158541666666666,11,4,"62.3","6.9",7.15639725740041
"Jerome Cunningham","TE","FA",2551359,1991-05-25,0,0,0,0,81,0,25,2,,,3.44540175578131
"Jerome Felton","RB","BUF",230,1986-07-03,0.376666666666667,0.087,0.725,0.377211994624891,93,0.0591666666666666,30,8,"80.1","5.7",5.38516663758779
"Jerome Simpson","WR","FA",318,1986-02-04,0,0,0,,137,0,28,8,,,
"Jerricho Cotchery","WR","FA",2506004,1982-06-16,0,0,0,,137,0,28,12,,,
"Jerrod Johnson","QB","DAL",2495181,1988-07-27,0,0,0,0,50,0,25,5,,,4.19965985727146
"Jesse James","TE","PIT",2552633,1994-06-04,0,0,0,0,81,0,25,1,,,3.44540175578131
"Jets","DST","NYJ",100024,,10.5666666666667,8.64,13.04,2.99388265189759,1,0.300000000000001,1,46,"5.4","3.0",6.29932000337454
"Jim Dray","TE","FA",497226,1986-12-31,0,0,0,0,81,0,25,6,,,3.44540175578131
"Jimmy Clausen","QB","FA",497108,1988-09-21,0,0,0,0,50,0,25,6,,,4.19965985727146
"Jimmy Garoppolo","QB","NE",2543801,1991-11-02,0.228,0.1212,0.366,0.167248318377196,40,0.00524999999999998,19,2,,,4.38598760414345
"Jimmy Graham","TE","SEA",497236,1986-11-24,14.3441666666667,12.239,16.8966666666667,2.63154844572967,4,2.13520833333333,1,6,"2.4","0.9",9.50344198749671
"Joe Banyard","RB","JAC",2535696,1988-11-22,0,0,0,0,105,0,32,4,,,3.78388194861086
"Joe Callahan","QB","CLE",2556492,1993-06-04,0,0,0,0,50,0.370666666666667,25,0,,,4.19965985727146
"Joe Flacco","QB","BAL",382,1985-01-16,0,0,0,0,50,0,25,8,,,4.19965985727146
"Joe Webb","QB","CAR",1037347,1986-11-14,0,0,0,,50,0,25,6,,,
"Joey Iosefa","RB","FA",2552634,1991-06-19,0,0,0,0,105,0,32,1,,,3.78388194861086
"John Brown","WR","ARI",2543847,1990-04-03,12.2583333333333,10.167,13.3265,1.75137902015018,34,0.299583333333333,9,2,,,7.11723800174239
"John Crockett","RB","GB",2553511,1992-02-16,0,0,0,0,105,0,32,1,,,3.78388194861086
"John Kuhn","RB","NO",2506147,1982-09-09,2.37875,1.2745,3.2,1.09398640302336,70,0.14,24,10,"70.8","5.8",5.97048855668341
"John Phillips","TE","DEN",71435,1987-06-11,2.02416666666667,1.03666666666667,3.207,1.43769974457658,50,0.239375,17,7,"50.0","0.0",8.04536047620011
